target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2025-04-02,2025-03-30,0.01,1,quantile,1064.76433383704
ILI incidence,AT,2025-04-02,2025-03-30,0.025,1,quantile,1128.40423210569
ILI incidence,AT,2025-04-02,2025-03-30,0.05,1,quantile,1210.09151683781
ILI incidence,AT,2025-04-02,2025-03-30,0.1,1,quantile,1360.84877115688
ILI incidence,AT,2025-04-02,2025-03-30,0.15,1,quantile,1451.8170492761
ILI incidence,AT,2025-04-02,2025-03-30,0.2,1,quantile,1535.82448205874
ILI incidence,AT,2025-04-02,2025-03-30,0.25,1,quantile,1605.71515921443
ILI incidence,AT,2025-04-02,2025-03-30,0.3,1,quantile,1663.44513041248
ILI incidence,AT,2025-04-02,2025-03-30,0.35,1,quantile,1727.6480563007
ILI incidence,AT,2025-04-02,2025-03-30,0.4,1,quantile,1820.08719548436
ILI incidence,AT,2025-04-02,2025-03-30,0.45,1,quantile,1884.60123026753
ILI incidence,AT,2025-04-02,2025-03-30,0.5,1,quantile,1977.52775684471
ILI incidence,AT,2025-04-02,2025-03-30,0.55,1,quantile,2036.89681301623
ILI incidence,AT,2025-04-02,2025-03-30,0.6,1,quantile,2104.18984357246
ILI incidence,AT,2025-04-02,2025-03-30,0.65,1,quantile,2183.00307249463
ILI incidence,AT,2025-04-02,2025-03-30,0.7,1,quantile,2265.82713093939
ILI incidence,AT,2025-04-02,2025-03-30,0.75,1,quantile,2351.77675272142
ILI incidence,AT,2025-04-02,2025-03-30,0.8,1,quantile,2438.05178249336
ILI incidence,AT,2025-04-02,2025-03-30,0.85,1,quantile,2553.20047271542
ILI incidence,AT,2025-04-02,2025-03-30,0.9,1,quantile,2715.9785434171
ILI incidence,AT,2025-04-02,2025-03-30,0.95,1,quantile,2979.26910999172
ILI incidence,AT,2025-04-02,2025-03-30,0.975,1,quantile,3222.82134588424
ILI incidence,AT,2025-04-02,2025-03-30,0.99,1,quantile,3494.51874131308
ILI incidence,AT,2025-04-02,2025-04-06,0.01,2,quantile,705.681797882487
ILI incidence,AT,2025-04-02,2025-04-06,0.025,2,quantile,816.726963974134
ILI incidence,AT,2025-04-02,2025-04-06,0.05,2,quantile,934.154323987563
ILI incidence,AT,2025-04-02,2025-04-06,0.1,2,quantile,1094.4931284827
ILI incidence,AT,2025-04-02,2025-04-06,0.15,2,quantile,1200.11273793663
ILI incidence,AT,2025-04-02,2025-04-06,0.2,2,quantile,1294.53961973023
ILI incidence,AT,2025-04-02,2025-04-06,0.25,2,quantile,1384.38011514714
ILI incidence,AT,2025-04-02,2025-04-06,0.3,2,quantile,1497.25175385639
ILI incidence,AT,2025-04-02,2025-04-06,0.35,2,quantile,1589.10470598693
ILI incidence,AT,2025-04-02,2025-04-06,0.4,2,quantile,1687.73149855789
ILI incidence,AT,2025-04-02,2025-04-06,0.45,2,quantile,1778.671084083
ILI incidence,AT,2025-04-02,2025-04-06,0.5,2,quantile,1874.50830687306
ILI incidence,AT,2025-04-02,2025-04-06,0.55,2,quantile,1969.68904564519
ILI incidence,AT,2025-04-02,2025-04-06,0.6,2,quantile,2054.03100756951
ILI incidence,AT,2025-04-02,2025-04-06,0.65,2,quantile,2162.66733796476
ILI incidence,AT,2025-04-02,2025-04-06,0.7,2,quantile,2285.45833013857
ILI incidence,AT,2025-04-02,2025-04-06,0.75,2,quantile,2409.94610950816
ILI incidence,AT,2025-04-02,2025-04-06,0.8,2,quantile,2556.86065272047
ILI incidence,AT,2025-04-02,2025-04-06,0.85,2,quantile,2728.05159977285
ILI incidence,AT,2025-04-02,2025-04-06,0.9,2,quantile,3022.37548428735
ILI incidence,AT,2025-04-02,2025-04-06,0.95,2,quantile,3529.19006772019
ILI incidence,AT,2025-04-02,2025-04-06,0.975,2,quantile,3921.28183813821
ILI incidence,AT,2025-04-02,2025-04-06,0.99,2,quantile,4280.16122794366
ILI incidence,AT,2025-04-02,2025-04-13,0.01,3,quantile,481.266300647718
ILI incidence,AT,2025-04-02,2025-04-13,0.025,3,quantile,588.303806774871
ILI incidence,AT,2025-04-02,2025-04-13,0.05,3,quantile,688.114267098153
ILI incidence,AT,2025-04-02,2025-04-13,0.1,3,quantile,850.376364227458
ILI incidence,AT,2025-04-02,2025-04-13,0.15,3,quantile,952.683361866439
