target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2025-02-05,2025-02-02,0.01,1,quantile,1994.68828131926
ILI incidence,AT,2025-02-05,2025-02-02,0.025,1,quantile,2160.71236197305
ILI incidence,AT,2025-02-05,2025-02-02,0.05,1,quantile,2255.21842818049
ILI incidence,AT,2025-02-05,2025-02-02,0.1,1,quantile,2500.56722830821
ILI incidence,AT,2025-02-05,2025-02-02,0.15,1,quantile,2645.12349594716
ILI incidence,AT,2025-02-05,2025-02-02,0.2,1,quantile,2760.00245449949
ILI incidence,AT,2025-02-05,2025-02-02,0.25,1,quantile,2867.9235641668
ILI incidence,AT,2025-02-05,2025-02-02,0.3,1,quantile,2963.57145672818
ILI incidence,AT,2025-02-05,2025-02-02,0.35,1,quantile,3073.70703200573
ILI incidence,AT,2025-02-05,2025-02-02,0.4,1,quantile,3169.26334139343
ILI incidence,AT,2025-02-05,2025-02-02,0.45,1,quantile,3299.07328133947
ILI incidence,AT,2025-02-05,2025-02-02,0.5,1,quantile,3389.68334244141
ILI incidence,AT,2025-02-05,2025-02-02,0.55,1,quantile,3491.98490128863
ILI incidence,AT,2025-02-05,2025-02-02,0.6,1,quantile,3579.65532460882
ILI incidence,AT,2025-02-05,2025-02-02,0.65,1,quantile,3682.31565988609
ILI incidence,AT,2025-02-05,2025-02-02,0.7,1,quantile,3807.89607567267
ILI incidence,AT,2025-02-05,2025-02-02,0.75,1,quantile,3901.08673782696
ILI incidence,AT,2025-02-05,2025-02-02,0.8,1,quantile,4027.60261960395
ILI incidence,AT,2025-02-05,2025-02-02,0.85,1,quantile,4152.21476936291
ILI incidence,AT,2025-02-05,2025-02-02,0.9,1,quantile,4369.7241302201
ILI incidence,AT,2025-02-05,2025-02-02,0.95,1,quantile,4730.020094819
ILI incidence,AT,2025-02-05,2025-02-02,0.975,1,quantile,4954.22239690281
ILI incidence,AT,2025-02-05,2025-02-02,0.99,1,quantile,5312.43382000136
ILI incidence,AT,2025-02-05,2025-02-09,0.01,2,quantile,1497.85925369087
ILI incidence,AT,2025-02-05,2025-02-09,0.025,2,quantile,1668.58191913604
ILI incidence,AT,2025-02-05,2025-02-09,0.05,2,quantile,1832.28230860873
ILI incidence,AT,2025-02-05,2025-02-09,0.1,2,quantile,2103.52535914529
ILI incidence,AT,2025-02-05,2025-02-09,0.15,2,quantile,2278.62304733792
ILI incidence,AT,2025-02-05,2025-02-09,0.2,2,quantile,2419.76622839794
ILI incidence,AT,2025-02-05,2025-02-09,0.25,2,quantile,2573.79923670446
ILI incidence,AT,2025-02-05,2025-02-09,0.3,2,quantile,2697.40493058049
ILI incidence,AT,2025-02-05,2025-02-09,0.35,2,quantile,2833.7149605637
ILI incidence,AT,2025-02-05,2025-02-09,0.4,2,quantile,3009.76077192481
ILI incidence,AT,2025-02-05,2025-02-09,0.45,2,quantile,3134.70365818192
ILI incidence,AT,2025-02-05,2025-02-09,0.5,2,quantile,3267.05443111052
ILI incidence,AT,2025-02-05,2025-02-09,0.55,2,quantile,3393.13036556317
ILI incidence,AT,2025-02-05,2025-02-09,0.6,2,quantile,3526.76442802256
ILI incidence,AT,2025-02-05,2025-02-09,0.65,2,quantile,3640.78085937889
ILI incidence,AT,2025-02-05,2025-02-09,0.7,2,quantile,3787.59212293514
ILI incidence,AT,2025-02-05,2025-02-09,0.75,2,quantile,3977.75239009388
ILI incidence,AT,2025-02-05,2025-02-09,0.8,2,quantile,4157.62429789609
ILI incidence,AT,2025-02-05,2025-02-09,0.85,2,quantile,4356.96766000798
ILI incidence,AT,2025-02-05,2025-02-09,0.9,2,quantile,4689.44557417623
ILI incidence,AT,2025-02-05,2025-02-09,0.95,2,quantile,5120.31745925792
ILI incidence,AT,2025-02-05,2025-02-09,0.975,2,quantile,5628.85642939474
ILI incidence,AT,2025-02-05,2025-02-09,0.99,2,quantile,6169.55882104854
ILI incidence,AT,2025-02-05,2025-02-16,0.01,3,quantile,1123.25892692443
ILI incidence,AT,2025-02-05,2025-02-16,0.025,3,quantile,1304.85577194728
ILI incidence,AT,2025-02-05,2025-02-16,0.05,3,quantile,1465.4575502221
ILI incidence,AT,2025-02-05,2025-02-16,0.1,3,quantile,1696.12359595
ILI incidence,AT,2025-02-05,2025-02-16,0.15,3,quantile,1876.30801786743
ILI incidence,AT,2025-02-05,2025-02-16,0.2,3,quantile,2038.93815214713
ILI incidence,AT,2025-02-05,2025-02-16,0.25,3,quantile,2212.00201322011
ILI incidence,AT,2025-02-05,2025-02-16,0.3,3,quantile,2372.46931243911
ILI incidence,AT,2025-02-05,2025-02-16,0.35,3,quantile,2549.92548143583
ILI incidence,AT,2025-02-05,2025-02-16,0.4,3,quantile,2687.74573368954
ILI incidence,AT,2025-02-05,2025-02-16,0.45,3,quantile,2859.57942197124
ILI incidence,AT,2025-02-05,2025-02-16,0.5,3,quantile,3032.52924084375
ILI incidence,AT,2025-02-05,2025-02-16,0.55,3,quantile,3174.15949311696
ILI incidence,AT,2025-02-05,2025-02-16,0.6,3,quantile,3327.9929870633
ILI incidence,AT,2025-02-05,2025-02-16,0.65,3,quantile,3511.84806516104
ILI incidence,AT,2025-02-05,2025-02-16,0.7,3,quantile,3637.90169371337
ILI incidence,AT,2025-02-05,2025-02-16,0.75,3,quantile,3869.98248346428
ILI incidence,AT,2025-02-05,2025-02-16,0.8,3,quantile,4072.76145152976
ILI incidence,AT,2025-02-05,2025-02-16,0.85,3,quantile,4312.3085931029
ILI incidence,AT,2025-02-05,2025-02-16,0.9,3,quantile,4701.60429456479
ILI incidence,AT,2025-02-05,2025-02-16,0.95,3,quantile,5223.37283221355
ILI incidence,AT,2025-02-05,2025-02-16,0.975,3,quantile,5852.33639239616
ILI incidence,AT,2025-02-05,2025-02-16,0.99,3,quantile,6488.08329215118
ILI incidence,AT,2025-02-05,2025-02-23,0.01,4,quantile,867.635575658832
ILI incidence,AT,2025-02-05,2025-02-23,0.025,4,quantile,1012.45975606589
ILI incidence,AT,2025-02-05,2025-02-23,0.05,4,quantile,1171.01051865346
ILI incidence,AT,2025-02-05,2025-02-23,0.1,4,quantile,1427.88709486309
ILI incidence,AT,2025-02-05,2025-02-23,0.15,4,quantile,1617.67145179858
ILI incidence,AT,2025-02-05,2025-02-23,0.2,4,quantile,1776.46719405561
ILI incidence,AT,2025-02-05,2025-02-23,0.25,4,quantile,1952.09691176842
ILI incidence,AT,2025-02-05,2025-02-23,0.3,4,quantile,2123.80960842171
ILI incidence,AT,2025-02-05,2025-02-23,0.35,4,quantile,2280.98666832238
ILI incidence,AT,2025-02-05,2025-02-23,0.4,4,quantile,2433.49970692669
ILI incidence,AT,2025-02-05,2025-02-23,0.45,4,quantile,2551.60741129404
ILI incidence,AT,2025-02-05,2025-02-23,0.5,4,quantile,2750.82090348949
ILI incidence,AT,2025-02-05,2025-02-23,0.55,4,quantile,2883.10847051395
ILI incidence,AT,2025-02-05,2025-02-23,0.6,4,quantile,3091.66699361791
ILI incidence,AT,2025-02-05,2025-02-23,0.65,4,quantile,3270.57447450257
ILI incidence,AT,2025-02-05,2025-02-23,0.7,4,quantile,3449.05044507611
ILI incidence,AT,2025-02-05,2025-02-23,0.75,4,quantile,3678.84021878061
ILI incidence,AT,2025-02-05,2025-02-23,0.8,4,quantile,3965.74821310547
ILI incidence,AT,2025-02-05,2025-02-23,0.85,4,quantile,4194.83173980878
ILI incidence,AT,2025-02-05,2025-02-23,0.9,4,quantile,4576.86358001802
ILI incidence,AT,2025-02-05,2025-02-23,0.95,4,quantile,5188.73468421981
ILI incidence,AT,2025-02-05,2025-02-23,0.975,4,quantile,5576.15685866069
ILI incidence,AT,2025-02-05,2025-02-23,0.99,4,quantile,6312.2492510634
ILI incidence,AT,2025-02-05,2025-02-02,,1,median,3389.68334244141
ILI incidence,AT,2025-02-05,2025-02-09,,2,median,3267.05443111052
ILI incidence,AT,2025-02-05,2025-02-16,,3,median,3032.52924084375
ILI incidence,AT,2025-02-05,2025-02-23,,4,median,2750.82090348949
ILI incidence,BE,2025-02-05,2025-02-02,0.01,1,quantile,629.427075586996
ILI incidence,BE,2025-02-05,2025-02-02,0.025,1,quantile,660.790865864404
ILI incidence,BE,2025-02-05,2025-02-02,0.05,1,quantile,695.215748402644
ILI incidence,BE,2025-02-05,2025-02-02,0.1,1,quantile,734.747567277018
ILI incidence,BE,2025-02-05,2025-02-02,0.15,1,quantile,763.986571638182
ILI incidence,BE,2025-02-05,2025-02-02,0.2,1,quantile,786.873529487636
ILI incidence,BE,2025-02-05,2025-02-02,0.25,1,quantile,811.22140758197
ILI incidence,BE,2025-02-05,2025-02-02,0.3,1,quantile,833.286636177993
ILI incidence,BE,2025-02-05,2025-02-02,0.35,1,quantile,853.044431154085
ILI incidence,BE,2025-02-05,2025-02-02,0.4,1,quantile,867.330425464696
ILI incidence,BE,2025-02-05,2025-02-02,0.45,1,quantile,882.319466991285
ILI incidence,BE,2025-02-05,2025-02-02,0.5,1,quantile,901.63185582438
ILI incidence,BE,2025-02-05,2025-02-02,0.55,1,quantile,918.882723906875
ILI incidence,BE,2025-02-05,2025-02-02,0.6,1,quantile,933.339819943865
ILI incidence,BE,2025-02-05,2025-02-02,0.65,1,quantile,949.869671891219
ILI incidence,BE,2025-02-05,2025-02-02,0.7,1,quantile,967.606344049973
ILI incidence,BE,2025-02-05,2025-02-02,0.75,1,quantile,989.190589369367
ILI incidence,BE,2025-02-05,2025-02-02,0.8,1,quantile,1015.14603593042
ILI incidence,BE,2025-02-05,2025-02-02,0.85,1,quantile,1047.25802793386
ILI incidence,BE,2025-02-05,2025-02-02,0.9,1,quantile,1080.19171407628
ILI incidence,BE,2025-02-05,2025-02-02,0.95,1,quantile,1134.12188167472
ILI incidence,BE,2025-02-05,2025-02-02,0.975,1,quantile,1185.29830407666
ILI incidence,BE,2025-02-05,2025-02-02,0.99,1,quantile,1275.45967803849
ILI incidence,BE,2025-02-05,2025-02-09,0.01,2,quantile,468.872745385324
ILI incidence,BE,2025-02-05,2025-02-09,0.025,2,quantile,503.823753111578
ILI incidence,BE,2025-02-05,2025-02-09,0.05,2,quantile,545.52706166945
ILI incidence,BE,2025-02-05,2025-02-09,0.1,2,quantile,595.208414953235
ILI incidence,BE,2025-02-05,2025-02-09,0.15,2,quantile,636.507169774136
ILI incidence,BE,2025-02-05,2025-02-09,0.2,2,quantile,662.182835888361
ILI incidence,BE,2025-02-05,2025-02-09,0.25,2,quantile,694.896290739409
ILI incidence,BE,2025-02-05,2025-02-09,0.3,2,quantile,725.696162599057
ILI incidence,BE,2025-02-05,2025-02-09,0.35,2,quantile,746.504927488573
ILI incidence,BE,2025-02-05,2025-02-09,0.4,2,quantile,767.198702692253
ILI incidence,BE,2025-02-05,2025-02-09,0.45,2,quantile,786.861560115695
ILI incidence,BE,2025-02-05,2025-02-09,0.5,2,quantile,809.367038002086
ILI incidence,BE,2025-02-05,2025-02-09,0.55,2,quantile,828.388551466498
ILI incidence,BE,2025-02-05,2025-02-09,0.6,2,quantile,849.588780490489
ILI incidence,BE,2025-02-05,2025-02-09,0.65,2,quantile,872.690436214759
ILI incidence,BE,2025-02-05,2025-02-09,0.7,2,quantile,903.310189516226
ILI incidence,BE,2025-02-05,2025-02-09,0.75,2,quantile,931.419488238526
ILI incidence,BE,2025-02-05,2025-02-09,0.8,2,quantile,964.904562820239
ILI incidence,BE,2025-02-05,2025-02-09,0.85,2,quantile,1005.58715608991
ILI incidence,BE,2025-02-05,2025-02-09,0.9,2,quantile,1052.13625970548
ILI incidence,BE,2025-02-05,2025-02-09,0.95,2,quantile,1129.26264812115
