origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.010,0.0
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.025,1091.5000000000005
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.050,1482.3000000000002
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.100,1657.6
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.150,1890.0000000000005
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.200,2019.0
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.250,2072.0
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.300,2201.1000000000004
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.350,2296.0
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.400,2376.4
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.450,2433.0
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.500,2457.2000000000003
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.550,2486.5
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.600,2561.5
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.650,2635.9
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.700,2768.7
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.750,2836.9
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.800,2892.3
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.850,3047.5
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.900,3317.7000000000003
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.950,3477.9
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.975,3816.1
2025-01-29,ILI incidence,1,2025-01-26,AT,quantile,0.990,5039.700000000001
2025-01-29,ILI incidence,1,2025-01-26,AT,median,,2457.2000000000003
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.010,0.0
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.025,250.96750000000003
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.050,881.7000000000003
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.100,1309.4
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.150,1530.5
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.200,1731.2800000000004
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.250,1885.975
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.300,2023.4
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.350,2130.9000000000005
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.400,2246.0
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.450,2356.4
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.500,2453.8
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.550,2537.8250000000007
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.600,2640.4
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.650,2761.8450000000007
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.700,2885.2000000000003
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.750,3021.0
2025-01-29,ILI incidence,2,2025-02-02,AT,quantile,0.800,3177.2
