origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.010,0.0
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.025,160.29750000000018
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.050,642.6000000000004
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.100,996.4200000000003
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.150,1203.37
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.200,1374.4
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.250,1527.325
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.300,1639.6
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.350,1749.2549999999999
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.400,1871.5800000000002
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.450,1984.1999999999998
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.500,2082.4
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.550,2172.425000000002
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.600,2291.2
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.650,2418.1000000000004
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.700,2528.93
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.750,2635.3999999999996
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.800,2791.2000000000007
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.850,2967.1000000000004
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.900,3180.2999999999997
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.950,3516.004999999996
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.975,3970.6974999999984
2025-04-09,ILI incidence,1,2025-04-06,AT,quantile,0.990,4687.417
2025-04-09,ILI incidence,1,2025-04-06,AT,median,,2082.4
2025-04-09,ILI incidence,2,2025-04-13,AT,quantile,0.010,0.0
2025-04-09,ILI incidence,2,2025-04-13,AT,quantile,0.025,0.0
2025-04-09,ILI incidence,2,2025-04-13,AT,quantile,0.050,276.19500000000005
