origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.010,0.0
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.025,0.0
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.050,328.4150000000001
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.100,672.2000000000007
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.150,870.1000000000001
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.200,1042.4800000000002
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.250,1181.6999999999998
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.300,1303.0900000000001
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.350,1413.3000000000002
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.400,1528.3000000000002
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.450,1640.24
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.500,1724.4
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.550,1830.7
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.600,1927.0600000000002
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.650,2044.105
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.700,2149.8999999999996
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.750,2264.425
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.800,2418.3
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.850,2590.0
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.900,2799.2000000000003
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.950,3158.004999999996
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.975,3680.714999999995
2025-04-23,ILI incidence,1,2025-04-20,AT,quantile,0.990,4480.1
2025-04-23,ILI incidence,1,2025-04-20,AT,median,,1724.4
2025-04-23,ILI incidence,2,2025-04-27,AT,quantile,0.010,0.0
2025-04-23,ILI incidence,2,2025-04-27,AT,quantile,0.025,0.0
2025-04-23,ILI incidence,2,2025-04-27,AT,quantile,0.050,0.0
