origin_date,target,horizon,target_end_date,location,output_type,output_type_id,value
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.010,654.7999999999997
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.025,2038.1999999999998
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.050,2269.2
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.100,2376.7999999999997
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.150,2676.9
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.200,2772.8
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.250,2832.2
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.300,2872.3999999999996
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.350,3053.7
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.400,3124.2
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.450,3208.0
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.500,3244.1
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.550,3273.3999999999996
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.600,3357.2
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.650,3427.7
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.700,3609.0
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.750,3649.2
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.800,3708.5999999999995
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.850,3804.4999999999995
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.900,4036.9
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.950,4212.2
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.975,4443.2
2025-03-05,ILI incidence,1,2025-03-02,AT,quantile,0.990,5826.6
2025-03-05,ILI incidence,1,2025-03-02,AT,median,,3244.1
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.010,658.1999999999998
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.025,1327.6999999999998
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.050,1770.7000000000003
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.100,2124.03
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.150,2346.585
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.200,2530.5
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.250,2685.2749999999996
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.300,2800.47
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.350,2913.5999999999995
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.400,3031.8999999999996
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.450,3144.91
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.500,3240.7
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.550,3331.7999999999997
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.600,3440.879999999999
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.650,3576.3
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.700,3673.9999999999995
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.750,3791.1
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.800,3924.4
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.850,4112.429999999999
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.900,4314.33
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.950,4704.5
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.975,5173.2
2025-03-05,ILI incidence,2,2025-03-09,AT,quantile,0.990,5823.2
2025-03-05,ILI incidence,2,2025-03-09,AT,median,,3240.7
2025-03-05,ILI incidence,3,2025-03-16,AT,quantile,0.010,180.74300000000022
2025-03-05,ILI incidence,3,2025-03-16,AT,quantile,0.025,850.8424999999997
2025-03-05,ILI incidence,3,2025-03-16,AT,quantile,0.050,1399.3700000000001
2025-03-05,ILI incidence,3,2025-03-16,AT,quantile,0.100,1864.9699999999993
2025-03-05,ILI incidence,3,2025-03-16,AT,quantile,0.150,2163.5749999999994
2025-03-05,ILI incidence,3,2025-03-16,AT,quantile,0.200,2360.76
2025-03-05,ILI incidence,3,2025-03-16,AT,quantile,0.250,2534.075
2025-03-05,ILI incidence,3,2025-03-16,AT,quantile,0.300,2688.44
2025-03-05,ILI incidence,3,2025-03-16,AT,quantile,0.350,2826.42
2025-03-05,ILI incidence,3,2025-03-16,AT,quantile,0.400,2959.2999999999993
