target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2025-02-26,2025-02-23,0.01,1,quantile,1824.42057909135
ILI incidence,AT,2025-02-26,2025-02-23,0.025,1,quantile,1942.51426962071
ILI incidence,AT,2025-02-26,2025-02-23,0.05,1,quantile,2068.37831936746
ILI incidence,AT,2025-02-26,2025-02-23,0.1,1,quantile,2221.75945367348
ILI incidence,AT,2025-02-26,2025-02-23,0.15,1,quantile,2301.66303296751
ILI incidence,AT,2025-02-26,2025-02-23,0.2,1,quantile,2399.72656523821
ILI incidence,AT,2025-02-26,2025-02-23,0.25,1,quantile,2464.06008963506
ILI incidence,AT,2025-02-26,2025-02-23,0.3,1,quantile,2528.57569163251
ILI incidence,AT,2025-02-26,2025-02-23,0.35,1,quantile,2587.44789110374
ILI incidence,AT,2025-02-26,2025-02-23,0.4,1,quantile,2631.92859302946
ILI incidence,AT,2025-02-26,2025-02-23,0.45,1,quantile,2688.15969303546
ILI incidence,AT,2025-02-26,2025-02-23,0.5,1,quantile,2736.92159676723
ILI incidence,AT,2025-02-26,2025-02-23,0.55,1,quantile,2781.45291142848
ILI incidence,AT,2025-02-26,2025-02-23,0.6,1,quantile,2860.15156907877
ILI incidence,AT,2025-02-26,2025-02-23,0.65,1,quantile,2908.79989503107
ILI incidence,AT,2025-02-26,2025-02-23,0.7,1,quantile,2961.77094940171
ILI incidence,AT,2025-02-26,2025-02-23,0.75,1,quantile,3055.07080530409
ILI incidence,AT,2025-02-26,2025-02-23,0.8,1,quantile,3151.41921053422
ILI incidence,AT,2025-02-26,2025-02-23,0.85,1,quantile,3235.52772674241
ILI incidence,AT,2025-02-26,2025-02-23,0.9,1,quantile,3365.34545896932
ILI incidence,AT,2025-02-26,2025-02-23,0.95,1,quantile,3526.48263963076
ILI incidence,AT,2025-02-26,2025-02-23,0.975,1,quantile,3629.04579486463
ILI incidence,AT,2025-02-26,2025-02-23,0.99,1,quantile,3798.27132895614
ILI incidence,AT,2025-02-26,2025-03-02,0.01,2,quantile,1400.92661313348
ILI incidence,AT,2025-02-26,2025-03-02,0.025,2,quantile,1545.88331645603
ILI incidence,AT,2025-02-26,2025-03-02,0.05,2,quantile,1711.16832095628
ILI incidence,AT,2025-02-26,2025-03-02,0.1,2,quantile,1882.9104399774
ILI incidence,AT,2025-02-26,2025-03-02,0.15,2,quantile,2022.31904423595
