target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2025-01-29,2025-01-26,0.01,1,quantile,1652.5669576538
ILI incidence,AT,2025-01-29,2025-01-26,0.025,1,quantile,1763.94313974724
ILI incidence,AT,2025-01-29,2025-01-26,0.05,1,quantile,1882.5551000436
ILI incidence,AT,2025-01-29,2025-01-26,0.1,1,quantile,2016.67179430235
ILI incidence,AT,2025-01-29,2025-01-26,0.15,1,quantile,2095.35717008282
ILI incidence,AT,2025-01-29,2025-01-26,0.2,1,quantile,2188.63672888213
ILI incidence,AT,2025-01-29,2025-01-26,0.25,1,quantile,2244.5538316868
ILI incidence,AT,2025-01-29,2025-01-26,0.3,1,quantile,2305.74062897781
ILI incidence,AT,2025-01-29,2025-01-26,0.35,1,quantile,2360.23313634834
ILI incidence,AT,2025-01-29,2025-01-26,0.4,1,quantile,2403.92086405812
ILI incidence,AT,2025-01-29,2025-01-26,0.45,1,quantile,2451.02845971186
ILI incidence,AT,2025-01-29,2025-01-26,0.5,1,quantile,2494.31618655435
ILI incidence,AT,2025-01-29,2025-01-26,0.55,1,quantile,2537.44206143986
ILI incidence,AT,2025-01-29,2025-01-26,0.6,1,quantile,2606.70390621703
ILI incidence,AT,2025-01-29,2025-01-26,0.65,1,quantile,2657.90477413686
ILI incidence,AT,2025-01-29,2025-01-26,0.7,1,quantile,2701.37111075959
ILI incidence,AT,2025-01-29,2025-01-26,0.75,1,quantile,2784.27263666536
ILI incidence,AT,2025-01-29,2025-01-26,0.8,1,quantile,2874.54227820333
ILI incidence,AT,2025-01-29,2025-01-26,0.85,1,quantile,2955.60653009659
ILI incidence,AT,2025-01-29,2025-01-26,0.9,1,quantile,3076.57112916121
ILI incidence,AT,2025-01-29,2025-01-26,0.95,1,quantile,3219.71347580292
ILI incidence,AT,2025-01-29,2025-01-26,0.975,1,quantile,3315.45662256243
ILI incidence,AT,2025-01-29,2025-01-26,0.99,1,quantile,3455.27363139389
ILI incidence,AT,2025-01-29,2025-02-02,0.01,2,quantile,1334.07517911578
ILI incidence,AT,2025-01-29,2025-02-02,0.025,2,quantile,1483.54988302553
ILI incidence,AT,2025-01-29,2025-02-02,0.05,2,quantile,1628.60003150875
ILI incidence,AT,2025-01-29,2025-02-02,0.1,2,quantile,1794.67492499413
ILI incidence,AT,2025-01-29,2025-02-02,0.15,2,quantile,1924.70319602066
ILI incidence,AT,2025-01-29,2025-02-02,0.2,2,quantile,2030.03790312492
ILI incidence,AT,2025-01-29,2025-02-02,0.25,2,quantile,2116.03802823832
ILI incidence,AT,2025-01-29,2025-02-02,0.3,2,quantile,2190.20143007042
ILI incidence,AT,2025-01-29,2025-02-02,0.35,2,quantile,2258.77420909727
ILI incidence,AT,2025-01-29,2025-02-02,0.4,2,quantile,2328.07995983394
ILI incidence,AT,2025-01-29,2025-02-02,0.45,2,quantile,2391.93660174345
ILI incidence,AT,2025-01-29,2025-02-02,0.5,2,quantile,2449.34511238303
ILI incidence,AT,2025-01-29,2025-02-02,0.55,2,quantile,2521.6410138636
ILI incidence,AT,2025-01-29,2025-02-02,0.6,2,quantile,2589.09039715311
