target,location,origin_date,target_end_date,output_type_id,horizon,output_type,value
ILI incidence,AT,2025-04-30,2025-04-27,0.01,1,quantile,159.928901010245
ILI incidence,AT,2025-04-30,2025-04-27,0.025,1,quantile,250.363366178146
ILI incidence,AT,2025-04-30,2025-04-27,0.05,1,quantile,359.639464310888
ILI incidence,AT,2025-04-30,2025-04-27,0.1,1,quantile,519.912166457992
ILI incidence,AT,2025-04-30,2025-04-27,0.15,1,quantile,605.002227117163
ILI incidence,AT,2025-04-30,2025-04-27,0.2,1,quantile,669.957575545502
ILI incidence,AT,2025-04-30,2025-04-27,0.25,1,quantile,741.362892719378
ILI incidence,AT,2025-04-30,2025-04-27,0.3,1,quantile,806.532943301393
ILI incidence,AT,2025-04-30,2025-04-27,0.35,1,quantile,852.345682870148
ILI incidence,AT,2025-04-30,2025-04-27,0.4,1,quantile,902.341037925078
ILI incidence,AT,2025-04-30,2025-04-27,0.45,1,quantile,963.766370342618
ILI incidence,AT,2025-04-30,2025-04-27,0.5,1,quantile,1025.77664320212
ILI incidence,AT,2025-04-30,2025-04-27,0.55,1,quantile,1093.24362985482
ILI incidence,AT,2025-04-30,2025-04-27,0.6,1,quantile,1163.07698744919
ILI incidence,AT,2025-04-30,2025-04-27,0.65,1,quantile,1229.10889490677
ILI incidence,AT,2025-04-30,2025-04-27,0.7,1,quantile,1299.29927918643
ILI incidence,AT,2025-04-30,2025-04-27,0.75,1,quantile,1365.8567564061
ILI incidence,AT,2025-04-30,2025-04-27,0.8,1,quantile,1429.5327469674
ILI incidence,AT,2025-04-30,2025-04-27,0.85,1,quantile,1545.03242073573
ILI incidence,AT,2025-04-30,2025-04-27,0.9,1,quantile,1664.50470168952
ILI incidence,AT,2025-04-30,2025-04-27,0.95,1,quantile,1898.6963358007
ILI incidence,AT,2025-04-30,2025-04-27,0.975,1,quantile,2057.32394906058
ILI incidence,AT,2025-04-30,2025-04-27,0.99,1,quantile,2210.93836100421
ILI incidence,AT,2025-04-30,2025-05-04,0.01,2,quantile,108.379483568704
ILI incidence,AT,2025-04-30,2025-05-04,0.025,2,quantile,212.069347217363
ILI incidence,AT,2025-04-30,2025-05-04,0.05,2,quantile,285.69560769812
ILI incidence,AT,2025-04-30,2025-05-04,0.1,2,quantile,391.390322086603
ILI incidence,AT,2025-04-30,2025-05-04,0.15,2,quantile,477.071157388309
ILI incidence,AT,2025-04-30,2025-05-04,0.2,2,quantile,550.132350882153
ILI incidence,AT,2025-04-30,2025-05-04,0.25,2,quantile,611.841577937699
ILI incidence,AT,2025-04-30,2025-05-04,0.3,2,quantile,665.094531000479
ILI incidence,AT,2025-04-30,2025-05-04,0.35,2,quantile,722.524864567334
ILI incidence,AT,2025-04-30,2025-05-04,0.4,2,quantile,776.357989138732
ILI incidence,AT,2025-04-30,2025-05-04,0.45,2,quantile,834.430659529259
ILI incidence,AT,2025-04-30,2025-05-04,0.5,2,quantile,902.781928064048
ILI incidence,AT,2025-04-30,2025-05-04,0.55,2,quantile,948.537949112607
ILI incidence,AT,2025-04-30,2025-05-04,0.6,2,quantile,1009.72029236696
ILI incidence,AT,2025-04-30,2025-05-04,0.65,2,quantile,1078.94656225746
ILI incidence,AT,2025-04-30,2025-05-04,0.7,2,quantile,1160.43295416757
ILI incidence,AT,2025-04-30,2025-05-04,0.75,2,quantile,1249.37274061806
ILI incidence,AT,2025-04-30,2025-05-04,0.8,2,quantile,1330.16540188281
ILI incidence,AT,2025-04-30,2025-05-04,0.85,2,quantile,1451.05434173026
ILI incidence,AT,2025-04-30,2025-05-04,0.9,2,quantile,1617.73873537882
ILI incidence,AT,2025-04-30,2025-05-04,0.95,2,quantile,1864.24405427328
ILI incidence,AT,2025-04-30,2025-05-04,0.975,2,quantile,2102.4372365964
ILI incidence,AT,2025-04-30,2025-05-04,0.99,2,quantile,2465.61704441975
ILI incidence,AT,2025-04-30,2025-05-11,0.01,3,quantile,85.8338110418316
ILI incidence,AT,2025-04-30,2025-05-11,0.025,3,quantile,170.69954762596
ILI incidence,AT,2025-04-30,2025-05-11,0.05,3,quantile,236.327644516929
ILI incidence,AT,2025-04-30,2025-05-11,0.1,3,quantile,330.173083275673
