"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2025-03-12,1,2025-03-09,0.01,2046.61,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.025,2052.425,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.05,2062.7,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.1,2072.7,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.15,2089.25,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.2,2096.8,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.25,2105.75,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.3,2114,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.35,2119.65,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.4,2124.2,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.45,2130,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.5,2133,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.55,2139,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.6,2144.8,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.65,2151.35,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.7,2156.6,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.75,2164,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.8,2166.2,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.85,2173.15,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.9,2182.2,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.95,2201.35,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.975,2212.725,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.99,2219.39,"quantile","ILI incidence","AT"
2025-03-12,1,2025-03-09,0.01,436.74,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.025,441.475,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.05,445.9,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.1,454,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.15,459,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.2,460,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.25,462.75,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.3,466.7,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.35,471,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.4,475.8,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.45,478,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.5,480.5,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.55,483,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.6,486,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.65,488,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.7,491.3,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.75,496.25,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.8,498,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.85,502,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.9,514,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.95,519.1,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.975,521,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.99,527.24,"quantile","ILI incidence","BE"
2025-03-12,1,2025-03-09,0.01,25.99,"quantile","ILI incidence","HR"
2025-03-12,1,2025-03-09,0.025,27.9,"quantile","ILI incidence","HR"
2025-03-12,1,2025-03-09,0.05,30,"quantile","ILI incidence","HR"
2025-03-12,1,2025-03-09,0.1,31,"quantile","ILI incidence","HR"
2025-03-12,1,2025-03-09,0.15,33,"quantile","ILI incidence","HR"
2025-03-12,1,2025-03-09,0.2,34.8,"quantile","ILI incidence","HR"
2025-03-12,1,2025-03-09,0.25,35,"quantile","ILI incidence","HR"
2025-03-12,1,2025-03-09,0.3,36,"quantile","ILI incidence","HR"
2025-03-12,1,2025-03-09,0.35,37,"quantile","ILI incidence","HR"
2025-03-12,1,2025-03-09,0.4,37,"quantile","ILI incidence","HR"
