"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2025-02-05,1,2025-02-02,0.01,2262.96,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.025,2270.425,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.05,2274.9,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.1,2289.6,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.15,2305.1,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.2,2313.8,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.25,2318.75,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.3,2322.4,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.35,2327,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.4,2331.6,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.45,2335,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.5,2344,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.55,2354,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.6,2357.4,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.65,2364.35,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.7,2374,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.75,2383.25,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.8,2390,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.85,2398.9,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.9,2417.2,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.95,2433.2,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.975,2453.075,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.99,2479.54,"quantile","ILI incidence","AT"
2025-02-05,1,2025-02-02,0.01,467.87,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.025,471.475,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.05,474.9,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.1,479.9,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.15,486.7,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.2,489,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.25,491,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.3,494,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.35,495,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.4,498,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.45,501.55,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.5,504,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.55,506.45,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.6,509.4,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.65,513,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.7,515.6,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.75,519.75,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.8,529,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.85,532,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.9,535.3,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.95,545.25,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.975,554.15,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.99,569.17,"quantile","ILI incidence","BE"
2025-02-05,1,2025-02-02,0.01,29,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.025,29.95,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.05,31,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.1,33,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.15,35,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.2,35,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.25,37,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.3,38,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.35,39,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.4,40,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.45,41,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.5,42,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.55,43,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.6,44,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.65,44,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.7,45,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.75,46,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.8,47,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.85,48.15,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.9,50,"quantile","ILI incidence","HR"
2025-02-05,1,2025-02-02,0.95,53.05,"quantile","ILI incidence","HR"
