"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2025-04-16,1,2025-04-13,0.01,1688.28,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.025,1696.325,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.05,1702.95,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.1,1722.9,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.15,1725.85,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.2,1733.8,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.25,1735,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.3,1743,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.35,1750.25,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.4,1759.6,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.45,1768.1,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.5,1773,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.55,1778.9,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.6,1783,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.65,1789.35,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.7,1795.9,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.75,1804,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.8,1806.8,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.85,1816.15,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.9,1826.4,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.95,1845.5,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.975,1858.575,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.99,1867.02,"quantile","ILI incidence","AT"
2025-04-16,1,2025-04-13,0.01,80.96,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.025,82,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.05,83,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.1,87,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.15,90,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.2,91,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.25,92.75,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.3,95,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.35,95.65,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.4,97,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.45,98.55,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.5,100.5,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.55,102,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.6,103,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.65,105,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.7,106.3,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.75,108,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.8,109.2,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.85,111.15,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.9,113,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.95,117,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.975,120.575,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.99,125,"quantile","ILI incidence","BE"
2025-04-16,1,2025-04-13,0.01,0,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.025,1,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.05,1,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.1,2,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.15,2,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.2,2,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.25,3,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.3,3,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.35,4,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.4,4,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.45,4,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.5,4,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.55,4,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.6,4,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.65,5,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.7,5,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.75,5,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.8,6,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.85,6,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.9,7.10000000000001,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.95,8,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.975,9,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.99,9.01,"quantile","ILI incidence","HR"
2025-04-16,1,2025-04-13,0.01,19.98,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.025,22,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.05,22.95,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.1,24.9,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.15,26,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.2,26.8,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.25,27,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.3,28,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.35,28,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.4,29,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.45,30,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.5,30,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.55,30.45,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.6,31,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.65,32,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.7,32.3,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.75,34,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.8,35,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.85,35.15,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.9,37,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.95,38.05,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.975,39,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.99,40,"quantile","ILI incidence","CZ"
2025-04-16,1,2025-04-13,0.01,114.93,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.025,115,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.05,117.95,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.1,121,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.15,121.85,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.2,125,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.25,127,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.3,128,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.35,129.65,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.4,131,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.45,132,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.5,136,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.55,137.45,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.6,139.4,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.65,140.35,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.7,142,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.75,144.25,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.8,146,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.85,147.3,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.9,152,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.95,153.05,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.975,156.575,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.99,161.03,"quantile","ILI incidence","DK"
2025-04-16,1,2025-04-13,0.01,203.96,"quantile","ILI incidence","EE"
2025-04-16,1,2025-04-13,0.025,208.425,"quantile","ILI incidence","EE"
