"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2025-02-12,1,2025-02-09,0.01,2247.94,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.025,2254,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.05,2266.85,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.1,2277.9,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.15,2282.7,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.2,2299.8,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.25,2304.5,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.3,2312.4,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.35,2318.95,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.4,2323.8,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.45,2327.55,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.5,2333.5,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.55,2338.9,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.6,2343.4,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.65,2351.35,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.7,2359,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.75,2370,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.8,2378.2,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.85,2384.15,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.9,2396.3,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.95,2425.35,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.975,2436.2,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.99,2446.38,"quantile","ILI incidence","AT"
2025-02-12,1,2025-02-09,0.01,495.77,"quantile","ILI incidence","BE"
2025-02-12,1,2025-02-09,0.025,498.9,"quantile","ILI incidence","BE"
2025-02-12,1,2025-02-09,0.05,511,"quantile","ILI incidence","BE"
2025-02-12,1,2025-02-09,0.1,518.9,"quantile","ILI incidence","BE"
2025-02-12,1,2025-02-09,0.15,522,"quantile","ILI incidence","BE"
2025-02-12,1,2025-02-09,0.2,525.8,"quantile","ILI incidence","BE"
