"origin_date","horizon","target_end_date","output_type_id","value","output_type","target","location"
2025-07-16,1,2025-07-13,0.01,1483.87,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.025,1495.475,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.05,1506.8,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.1,1514.8,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.15,1527.25,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.2,1530.8,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.25,1535.75,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.3,1544.1,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.35,1554.65,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.4,1559,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.45,1564,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.5,1567.5,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.55,1571,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.6,1577.4,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.65,1582,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.7,1586.6,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.75,1591.75,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.8,1598,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.85,1606.05,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.9,1626.3,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.95,1636.2,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.975,1654.25,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.99,1660.15,"quantile","ILI incidence","AT"
2025-07-16,1,2025-07-13,0.01,22.99,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.025,24,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.05,24.95,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.1,27,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.15,29,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.2,30,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.25,31,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.3,31,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.35,32,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.4,33,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.45,34,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.5,34,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.55,35,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.6,35.4,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.65,36.35,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.7,37,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.75,37,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.8,38,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.85,39.3,"quantile","ILI incidence","BE"
2025-07-16,1,2025-07-13,0.9,42,"quantile","ILI incidence","BE"
